"transection_cost","date","invoice_no","customer","no_of_products","weekend_orders","string_agg"
"630.39","2009-12-04","490340",13174,"47",0,"Friday"
"334.65","2009-12-04","490341",13329,"19",0,"Friday"
"130.80","2009-12-04","490342",17421,"4",0,"Friday"
"18.00","2009-12-04","490344",-1,"1",0,"Friday"
"6.70","2009-12-04","490345",-1,"3",0,"Friday"
"216.60","2009-12-04","490346",16351,"16",0,"Friday"
"109.40","2009-12-04","490347",15684,"8",0,"Friday"
"32.25","2009-12-04","490349",17884,"3",0,"Friday"
"24.15","2009-12-04","490351",-1,"4",0,"Friday"
"11.80","2009-12-04","490352",-1,"4",0,"Friday"
"532.28","2009-12-04","490353",15514,"44",0,"Friday"
"0.00","2009-12-04","490354",-1,"1",0,"Friday"
"538.11","2009-12-04","490355",13093,"4",0,"Friday"
"117.13","2009-12-04","490356",17884,"9",0,"Friday"
"59.50","2009-12-04","490359",18225,"1",0,"Friday"
"126.80","2009-12-04","490360",13679,"21",0,"Friday"
"48.05","2009-12-04","490361",-1,"14",0,"Friday"
"220.90","2009-12-04","490362",12748,"37",0,"Friday"
"138.24","2009-12-05","490363",13199,"1",1,"Saturday"
"103.95","2009-12-05","490364",13487,"6",1,"Saturday"
"351.60","2009-12-05","490365",17018,"5",1,"Saturday"
"227.25","2009-12-05","490366",18071,"14",1,"Saturday"
"79.60","2009-12-05","490367",16593,"2",1,"Saturday"
"159.10","2009-12-05","490368",14238,"2",1,"Saturday"
"230.20","2009-12-05","490369",15223,"4",1,"Saturday"
"452.95","2009-12-05","490370",17593,"26",1,"Saturday"
"233.71","2009-12-05","490371",13021,"14",1,"Saturday"
"434.15","2009-12-05","490372",17115,"15",1,"Saturday"
"502.54","2009-12-05","490373",17850,"18",1,"Saturday"
"136.75","2009-12-05","490374",14239,"9",1,"Saturday"
"350.55","2009-12-05","490375",13999,"20",1,"Saturday"
"796.55","2009-12-05","490376",13958,"24",1,"Saturday"
"15.00","2009-12-05","490377",13958,"1",1,"Saturday"
"224.10","2009-12-05","490378",13641,"15",1,"Saturday"
"0.00","2009-12-05","490379",-1,"1",1,"Saturday"
"478.74","2009-12-05","490380",17850,"18",1,"Saturday"
"97.11","2009-12-05","490381",15420,"7",1,"Saturday"
"760.69","2009-12-05","490382",12359,"32",1,"Saturday"
"148.30","2009-12-05","490383",12820,"4",1,"Saturday"
"0.00","2009-12-05","490384",-1,"1",1,"Saturday"
"130.32","2009-12-05","490385",16410,"5",1,"Saturday"
"549.77","2009-12-05","490386",15240,"33",1,"Saturday"
"450.84","2009-12-05","490387",17850,"18",1,"Saturday"
"146.62","2009-12-05","490388",16158,"9",1,"Saturday"
"689.50","2009-12-05","490389",15484,"33",1,"Saturday"
"256.20","2009-12-05","490390",14709,"8",1,"Saturday"
"304.10","2009-12-05","490391",15057,"11",1,"Saturday"
"203.32","2009-12-05","490392",14867,"9",1,"Saturday"
"281.02","2009-12-05","490393",17642,"19",1,"Saturday"
"870.28","2009-12-05","490394",17850,"18",1,"Saturday"
"283.15","2009-12-06","490395",13813,"13",1,"Sunday"
"269.15","2009-12-06","490396",13589,"15",1,"Sunday"
"309.10","2009-12-06","490397",12417,"18",1,"Sunday"
"567.71","2009-12-06","490398",17920,"29",1,"Sunday"
"441.63","2009-12-06","490399",12975,"23",1,"Sunday"
"689.90","2009-12-06","490400",16104,"49",1,"Sunday"
"139.25","2009-12-06","490401",17150,"13",1,"Sunday"
"316.74","2009-12-06","490403",17920,"94",1,"Sunday"
"188.69","2009-12-06","490404",16277,"23",1,"Sunday"
"260.65","2009-12-06","490405",17244,"21",1,"Sunday"
"413.44","2009-12-06","490408",17850,"15",1,"Sunday"
"253.55","2009-12-06","490430",15260,"13",1,"Sunday"
"817.44","2009-12-06","490458",12583,"23",1,"Sunday"
"950.69","2009-12-06","490459",15555,"54",1,"Sunday"
"720.79","2009-12-06","490461",13736,"116",1,"Sunday"
"305.50","2009-12-06","490463",14133,"8",1,"Sunday"
"118.26","2009-12-06","490464",15571,"16",1,"Sunday"
"933.35","2009-12-06","490465",13448,"69",1,"Sunday"
"183.60","2009-12-06","490466",17085,"24",1,"Sunday"
"280.94","2009-12-06","490467",15059,"44",1,"Sunday"
"204.24","2009-12-06","490468",14468,"12",1,"Sunday"
"242.96","2009-12-06","490470",16395,"49",1,"Sunday"
"212.13","2009-12-06","490471",15878,"29",1,"Sunday"
"619.24","2009-12-06","490472",16485,"30",1,"Sunday"
"204.65","2009-12-06","490473",15860,"25",1,"Sunday"
"748.42","2009-12-06","490474",13373,"35",1,"Sunday"
"211.62","2009-12-06","490476",14608,"3",1,"Sunday"
"533.14","2009-12-06","490477",17850,"18",1,"Sunday"
"302.50","2009-12-06","490478",14896,"42",1,"Sunday"
"1450.20","2009-12-06","490479",16779,"35",1,"Sunday"
"21.25","2009-12-06","490481",16964,"2",1,"Sunday"
"289.30","2009-12-06","490482",15983,"27",1,"Sunday"
"132.40","2009-12-06","490483",13782,"10",1,"Sunday"
"186.60","2009-12-06","490484",16964,"4",1,"Sunday"
"125.94","2009-12-06","490485",14454,"17",1,"Sunday"
"90.00","2009-12-06","490486",16779,"1",1,"Sunday"
"81.30","2009-12-06","490487",14717,"11",1,"Sunday"
"647.82","2009-12-06","490488",16718,"33",1,"Sunday"
"266.19","2009-12-06","490489",15751,"24",1,"Sunday"
"547.73","2009-12-06","490490",14546,"86",1,"Sunday"
"175.20","2009-12-06","490491",17848,"6",1,"Sunday"
"12.75","2009-12-06","490493",15751,"1",1,"Sunday"
"192.27","2009-12-06","490494",17561,"55",1,"Sunday"
"671.56","2009-12-06","490496",15547,"52",1,"Sunday"
"406.70","2009-12-06","490499",17406,"21",1,"Sunday"
"355.13","2009-12-06","490500",14479,"33",1,"Sunday"
"285.64","2009-12-06","490501",16710,"32",1,"Sunday"
"101.40","2009-12-06","490502",17969,"19",1,"Sunday"
"582.12","2009-12-06","490503",14548,"40",1,"Sunday"
"391.92","2009-12-06","490504",15311,"25",1,"Sunday"
"98.16","2009-12-06","490505",14548,"16",1,"Sunday"
"25.46","2009-12-06","490506",17916,"11",1,"Sunday"
"450.84","2009-12-06","490508",17850,"18",1,"Sunday"
"626.60","2009-12-06","490511",13319,"18",1,"Sunday"
"235.13","2009-12-06","490512",14606,"51",1,"Sunday"
"137.75","2009-12-06","490514",16773,"24",1,"Sunday"
"147.40","2009-12-06","490515",15479,"9",1,"Sunday"
"504.54","2009-12-06","490516",17850,"18",1,"Sunday"
"21.95","2009-12-06","490517",-1,"6",1,"Sunday"
"474.32","2009-12-06","490518",15822,"16",1,"Sunday"
"213.65","2009-12-06","490519",13890,"13",1,"Sunday"
"235.84","2009-12-06","490521",13211,"15",1,"Sunday"
"150.40","2009-12-06","490522",15641,"8",1,"Sunday"
"10.97","2009-12-06","490523",-1,"5",1,"Sunday"
"436.18","2009-12-06","490524",14123,"24",1,"Sunday"
"255.00","2009-12-06","490525",13019,"11",1,"Sunday"
"533.97","2009-12-06","490526",17858,"28",1,"Sunday"
"182.01","2009-12-06","490527",14940,"10",1,"Sunday"
"118.25","2009-12-06","490528",16686,"26",1,"Sunday"
"48.89","2009-12-06","490529",16686,"14",1,"Sunday"
"161.80","2009-12-06","490530",15691,"5",1,"Sunday"
"166.95","2009-12-06","490531",16436,"15",1,"Sunday"
"378.05","2009-12-06","490533",17610,"45",1,"Sunday"
"263.68","2009-12-06","490534",17530,"48",1,"Sunday"
"560.58","2009-12-07","490535",17850,"18",0,"Monday"
"221.90","2009-12-07","490536",13491,"10",0,"Monday"
"209.41","2009-12-07","490537",14003,"16",0,"Monday"
"504.54","2009-12-07","490538",17850,"18",0,"Monday"
"346.00","2009-12-07","490539",12839,"13",0,"Monday"
"0.00","2009-12-07","490540",-1,"1",0,"Monday"
"294.80","2009-12-07","490541",-1,"2",0,"Monday"
"716.35","2009-12-07","490542",14911,"20",0,"Monday"
"0.00","2009-12-07","490543",-1,"1",0,"Monday"
"34.00","2009-12-07","490545",17557,"1",0,"Monday"
"311.20","2009-12-07","490547",14738,"12",0,"Monday"
"504.54","2009-12-07","490548",17850,"18",0,"Monday"
"463.00","2009-12-07","490557",16124,"21",0,"Monday"
"41.30","2009-12-07","490561",15260,"1",0,"Monday"
"808.12","2009-12-07","490563",12471,"28",0,"Monday"
"367.90","2009-12-07","490564",12471,"11",0,"Monday"
"14.30","2009-12-07","490566",-1,"3",0,"Monday"
"411.20","2009-12-07","490569",17739,"9",0,"Monday"
"187.19","2009-12-07","490577",16556,"14",0,"Monday"
"287.49","2009-12-07","490603",14695,"37",0,"Monday"
"682.40","2009-12-07","490604",14828,"8",0,"Monday"
"191.74","2009-12-07","490605",15115,"14",0,"Monday"
"426.00","2009-12-07","490606",17850,"15",0,"Monday"
"173.55","2009-12-07","490607",13693,"10",0,"Monday"
"163.77","2009-12-07","490608",14955,"31",0,"Monday"
"218.33","2009-12-07","490609",14037,"46",0,"Monday"
"211.62","2009-12-07","490610",18077,"15",0,"Monday"
"312.65","2009-12-07","490611",13905,"12",0,"Monday"
"610.95","2009-12-07","490612",17508,"41",0,"Monday"
"224.98","2009-12-07","490613",16768,"17",0,"Monday"
"214.80","2009-12-07","490616",13984,"6",0,"Monday"
"44.70","2009-12-07","490618",13984,"2",0,"Monday"
"362.60","2009-12-07","490625",14543,"7",0,"Monday"
"425.09","2009-12-07","490636",13564,"44",0,"Monday"
"452.16","2009-12-07","490637",13495,"11",0,"Monday"
"147.10","2009-12-07","490638",13190,"4",0,"Monday"
"321.00","2009-12-07","490640",14408,"8",0,"Monday"
"51.00","2009-12-07","490641",17707,"2",0,"Monday"
"446.40","2009-12-07","490642",15358,"24",0,"Monday"
"990.48","2009-12-07","490653",17044,"11",0,"Monday"
"208.83","2009-12-07","490657",14471,"27",0,"Monday"
"380.84","2009-12-07","490659",17850,"16",0,"Monday"
"76.50","2009-12-07","490665",17436,"3",0,"Monday"
"238.85","2009-12-07","490667",13234,"50",0,"Monday"
"312.33","2009-12-07","490668",16525,"6",0,"Monday"
"214.17","2009-12-07","490669",15716,"30",0,"Monday"
"143.70","2009-12-07","490670",14574,"11",0,"Monday"
"488.16","2009-12-07","490671",16684,"1",0,"Monday"
"660.96","2009-12-07","490672",16684,"2",0,"Monday"
"156.50","2009-12-07","490673",14540,"7",0,"Monday"
"242.10","2009-12-07","490674",14307,"14",0,"Monday"
"696.54","2009-12-07","490675",14695,"16",0,"Monday"
"451.44","2009-12-07","490676",17850,"17",0,"Monday"
"151.72","2009-12-07","490677",18219,"10",0,"Monday"
"380.65","2009-12-07","490678",12747,"12",0,"Monday"
"379.16","2009-12-07","490679",18162,"47",0,"Monday"
"293.35","2009-12-07","490680",17441,"21",0,"Monday"
"164.75","2009-12-07","490681",17988,"44",0,"Monday"
"285.90","2009-12-07","490682",12600,"5",0,"Monday"
"413.00","2009-12-07","490683",17865,"15",0,"Monday"
"74.56","2009-12-07","490684",12523,"4",0,"Monday"
"1066.82","2009-12-07","490685",13206,"90",0,"Monday"
"153.28","2009-12-07","490686",14512,"9",0,"Monday"
"924.95","2009-12-07","490687",14911,"40",0,"Monday"
"0.00","2009-12-07","490688",-1,"1",0,"Monday"
"307.91","2009-12-07","490689",17865,"18",0,"Monday"
"207.90","2009-12-07","490690",16353,"3",0,"Monday"
"306.00","2009-12-07","490691",16353,"1",0,"Monday"
"195.78","2009-12-07","490692",16018,"20",0,"Monday"
"190.47","2009-12-07","490693",14670,"56",0,"Monday"
"1244.32","2009-12-07","490694",13089,"22",0,"Monday"
"108.40","2009-12-07","490695",14590,"16",0,"Monday"
"378.84","2009-12-07","490697",17850,"16",0,"Monday"
"4.25","2009-12-07","490698",-1,"1",0,"Monday"
"20.58","2009-12-07","490699",-1,"8",0,"Monday"
"154.20","2009-12-07","490703",13070,"8",0,"Monday"
"355.38","2009-12-07","490704",17457,"3",0,"Monday"
"204.00","2009-12-07","490705",12913,"2",0,"Monday"
"1088.63","2009-12-07","490706",17865,"42",0,"Monday"
"45.90","2009-12-07","490707",17865,"16",0,"Monday"
"241.05","2009-12-07","490708",15421,"13",0,"Monday"
"198.98","2009-12-07","490709",17884,"60",0,"Monday"
"332.70","2009-12-07","490710",17990,"5",0,"Monday"
"448.96","2009-12-07","490711",17841,"73",0,"Monday"
"331.40","2009-12-07","490712",13148,"20",0,"Monday"
"0.00","2009-12-07","490713",-1,"1",0,"Monday"
"4.95","2009-12-07","490714",17841,"1",0,"Monday"
"0.00","2009-12-07","490715",-1,"1",0,"Monday"
"0.00","2009-12-07","490716",-1,"1",0,"Monday"
"449.95","2009-12-07","490717",17364,"43",0,"Monday"
"485.31","2009-12-07","490718",12443,"21",0,"Monday"
"668.10","2009-12-07","490719",13042,"76",0,"Monday"
"357.87","2009-12-07","490720",15694,"5",0,"Monday"
"386.39","2009-12-07","490722",16717,"25",0,"Monday"
"7.95","2009-12-07","490723",-1,"1",0,"Monday"
"716.04","2009-12-07","490724",13767,"12",0,"Monday"
"343.44","2009-12-07","490725",13694,"4",0,"Monday"
"561.60","2009-12-07","490726",13694,"3",0,"Monday"
"285.35","2009-12-07","490727",17231,"40",0,"Monday"
"221.52","2009-12-07","490728",16702,"27",0,"Monday"
"412.60","2009-12-07","490733",12540,"7",0,"Monday"
"306.55","2009-12-07","490734",13267,"9",0,"Monday"
"0.00","2009-12-07","490735",-1,"1",0,"Monday"
"0.00","2009-12-07","490736",-1,"1",0,"Monday"
"389.62","2009-12-07","490737",17270,"15",0,"Monday"
"25.50","2009-12-07","490738",16436,"1",0,"Monday"
"6370.46","2009-12-07","490741",-1,"546",0,"Monday"
"5201.38","2009-12-07","490745",-1,"507",0,"Monday"
"8.92","2009-12-07","490747",13393,"2",0,"Monday"
"580.64","2009-12-08","490749",14113,"10",0,"Tuesday"
"312.96","2009-12-08","490750",15369,"3",0,"Tuesday"
"1429.83","2009-12-08","490751",12358,"17",0,"Tuesday"
"356.40","2009-12-08","490752",18259,"5",0,"Tuesday"
"322.65","2009-12-08","490753",17047,"22",0,"Tuesday"
"302.78","2009-12-08","490754",14136,"20",0,"Tuesday"
"338.34","2009-12-08","490755",16735,"11",0,"Tuesday"
"425.59","2009-12-08","490757",14215,"20",0,"Tuesday"
"0.00","2009-12-08","490758",-1,"1",0,"Tuesday"
"182.88","2009-12-08","490759",15971,"1",0,"Tuesday"
"10.00","2009-12-08","490760",14295,"1",0,"Tuesday"
"255.04","2009-12-08","490761",13382,"16",0,"Tuesday"
"323.39","2009-12-08","490762",13025,"13",0,"Tuesday"
"1020.00","2009-12-08","490763",16013,"1",0,"Tuesday"
"306.45","2009-12-08","490764",14558,"10",0,"Tuesday"
"0.00","2009-12-08","490765",-1,"1",0,"Tuesday"
"0.00","2009-12-08","490766",-1,"1",0,"Tuesday"
"44.32","2009-12-08","490767",18002,"13",0,"Tuesday"
"221.00","2009-12-08","490769",16013,"3",0,"Tuesday"
"135.94","2009-12-08","490770",17854,"15",0,"Tuesday"
"707.93","2009-12-08","490782",15079,"28",0,"Tuesday"
"2590.80","2009-12-08","490785",16029,"2",0,"Tuesday"
"30.60","2009-12-08","490786",15079,"3",0,"Tuesday"
"192.55","2009-12-08","490789",18271,"9",0,"Tuesday"
"870.63","2009-12-08","490796",14290,"26",0,"Tuesday"
"155.70","2009-12-08","490797",17268,"8",0,"Tuesday"
"28.75","2009-12-08","490799",-1,"4",0,"Tuesday"
"7.80","2009-12-08","490800",14735,"1",0,"Tuesday"
"660.00","2009-12-08","490801",16029,"2",0,"Tuesday"
"19.50","2009-12-08","490802",17067,"1",0,"Tuesday"
"207.32","2009-12-08","490803",17067,"6",0,"Tuesday"
"487.09","2009-12-08","490804",16560,"33",0,"Tuesday"
"215.00","2009-12-08","490805",14861,"12",0,"Tuesday"
"39.40","2009-12-08","490806",13485,"2",0,"Tuesday"
"134.04","2009-12-08","490808",17371,"25",0,"Tuesday"
"159.00","2009-12-08","490809",13408,"3",0,"Tuesday"
"259.92","2009-12-08","490810",13408,"3",0,"Tuesday"
"309.70","2009-12-08","490811",18145,"17",0,"Tuesday"
"1806.19","2009-12-08","490817",15311,"56",0,"Tuesday"
"304.80","2009-12-08","490823",14841,"10",0,"Tuesday"
"564.38","2009-12-08","490834",16400,"42",0,"Tuesday"
"2.90","2009-12-08","490836",17988,"1",0,"Tuesday"
"20.25","2009-12-08","490838",17371,"3",0,"Tuesday"
"129.30","2009-12-08","490846",17155,"10",0,"Tuesday"
"249.64","2009-12-08","490847",15093,"9",0,"Tuesday"
"311.80","2009-12-08","490851",13643,"10",0,"Tuesday"
"363.60","2009-12-08","490855",13777,"2",0,"Tuesday"
"88.05","2009-12-08","490863",17852,"13",0,"Tuesday"
"211.41","2009-12-08","490871",15456,"22",0,"Tuesday"
"10.00","2009-12-08","490881",16210,"1",0,"Tuesday"
"111.24","2009-12-08","490893",13571,"12",0,"Tuesday"
"792.84","2009-12-08","490899",16732,"47",0,"Tuesday"
"656.85","2009-12-08","490905",16940,"53",0,"Tuesday"
"312.90","2009-12-08","490917",15162,"12",0,"Tuesday"
"109.08","2009-12-08","490920",18203,"14",0,"Tuesday"
"42.30","2009-12-08","490921",16163,"2",0,"Tuesday"
"114.30","2009-12-08","490922",14494,"1",0,"Tuesday"
"123.10","2009-12-08","490924",17978,"26",0,"Tuesday"
"648.50","2009-12-08","490925",13078,"14",0,"Tuesday"
"250.02","2009-12-08","490926",15031,"36",0,"Tuesday"
"304.20","2009-12-08","490927",17230,"6",0,"Tuesday"
"404.44","2009-12-08","490928",14085,"49",0,"Tuesday"
"81.12","2009-12-08","490930",13410,"1",0,"Tuesday"
"12.40","2009-12-08","490932",14085,"1",0,"Tuesday"
"2452.56","2009-12-08","490933",14063,"8",0,"Tuesday"
"366.90","2009-12-08","490936",12785,"19",0,"Tuesday"
"2285.58","2009-12-08","490937",13081,"75",0,"Tuesday"
"215.30","2009-12-08","490938",14605,"33",0,"Tuesday"
"0.95","2009-12-08","490940",14605,"1",0,"Tuesday"
"644.52","2009-12-08","490941",14527,"61",0,"Tuesday"
"151.20","2009-12-08","490944",14285,"2",0,"Tuesday"
"97.55","2009-12-08","490945",16892,"15",0,"Tuesday"
"15.00","2009-12-08","490948",16805,"1",0,"Tuesday"
"6.35","2009-12-08","490950",-1,"1",0,"Tuesday"
"11.80","2009-12-08","490951",-1,"4",0,"Tuesday"
"0.85","2009-12-08","490952",-1,"1",0,"Tuesday"
"966.66","2009-12-08","490953",13204,"57",0,"Tuesday"
"102.82","2009-12-08","490954",15924,"15",0,"Tuesday"
"8.70","2009-12-08","490955",-1,"2",0,"Tuesday"
"2442.72","2009-12-08","490956",15413,"6",0,"Tuesday"
"3796.37","2009-12-08","490957",15823,"153",0,"Tuesday"
"328.80","2009-12-08","490958",13576,"6",0,"Tuesday"
"507.90","2009-12-08","490959",12682,"16",0,"Tuesday"
"9.95","2009-12-08","490960",-1,"1",0,"Tuesday"
"194.75","2009-12-08","490961",14108,"10",0,"Tuesday"
"683.14","2009-12-08","490962",15061,"4",0,"Tuesday"
"4646.49","2009-12-08","490963",-1,"442",0,"Tuesday"
"104.15","2009-12-08","490964",14646,"51",0,"Tuesday"
"436.71","2009-12-08","490966",17178,"32",0,"Tuesday"
"484.00","2009-12-08","490968",13798,"8",0,"Tuesday"
"372.64","2009-12-08","490971",18275,"9",0,"Tuesday"
"728.05","2009-12-08","490972",14911,"23",0,"Tuesday"
"0.00","2009-12-08","490975",-1,"1",0,"Tuesday"
"0.00","2009-12-08","490976",-1,"1",0,"Tuesday"
"193.08","2009-12-08","490978",17329,"34",0,"Tuesday"
"313.45","2009-12-08","490981",13855,"15",0,"Tuesday"
"8.82","2009-12-08","490982",17329,"2",0,"Tuesday"
"303.45","2009-12-08","490984",15298,"9",0,"Tuesday"
"462.46","2009-12-08","490989",15674,"22",0,"Tuesday"
"271.85","2009-12-08","490990",14606,"69",0,"Tuesday"
"438.74","2009-12-08","490992",14679,"21",0,"Tuesday"
"379.13","2009-12-08","490998",16253,"14",0,"Tuesday"
"24.65","2009-12-08","490999",13883,"2",0,"Tuesday"
"272.50","2009-12-08","491006",13557,"18",0,"Tuesday"
"213.27","2009-12-08","491007",16204,"13",0,"Tuesday"
"191.89","2009-12-08","491008",15633,"7",0,"Tuesday"
"255.68","2009-12-08","491009",15203,"23",0,"Tuesday"
"318.00","2009-12-08","491010",15194,"16",0,"Tuesday"
"389.99","2009-12-08","491011",16210,"8",0,"Tuesday"
"549.09","2009-12-08","491014",13136,"27",0,"Tuesday"
"383.04","2009-12-08","491024",17157,"6",0,"Tuesday"
"325.44","2009-12-08","491025",17157,"1",0,"Tuesday"
"162.72","2009-12-08","491026",15181,"1",0,"Tuesday"
"328.02","2009-12-08","491033",17188,"8",0,"Tuesday"
"305.50","2009-12-09","491034",13491,"10",0,"Wednesday"
"295.35","2009-12-09","491035",13455,"18",0,"Wednesday"
"528.90","2009-12-09","491038",13097,"23",0,"Wednesday"
"301.00","2009-12-09","491039",15291,"5",0,"Wednesday"
"4475.84","2009-12-09","491041",-1,"477",0,"Wednesday"
"14.65","2009-12-09","491042",-1,"3",0,"Wednesday"
"4725.77","2009-12-09","491043",-1,"482",0,"Wednesday"
"234.38","2009-12-09","491044",13114,"16",0,"Wednesday"
"303.20","2009-12-09","491045",12747,"6",0,"Wednesday"
"0.00","2009-12-09","491046",-1,"1",0,"Wednesday"
"0.00","2009-12-09","491047",-1,"1",0,"Wednesday"
"519.42","2009-12-09","491048",13768,"22",0,"Wednesday"
"748.90","2009-12-09","491049",14135,"15",0,"Wednesday"
"333.80","2009-12-09","491050",12712,"21",0,"Wednesday"
"408.51","2009-12-09","491051",14291,"24",0,"Wednesday"
"0.00","2009-12-09","491053",-1,"1",0,"Wednesday"
"320.20","2009-12-09","491054",13202,"8",0,"Wednesday"
"219.55","2009-12-09","491055",14732,"9",0,"Wednesday"
"1007.74","2009-12-09","491056",17428,"11",0,"Wednesday"
"77.80","2009-12-09","491057",14239,"5",0,"Wednesday"
"307.95","2009-12-09","491058",16945,"13",0,"Wednesday"
"285.30","2009-12-09","491059",12487,"2",0,"Wednesday"
"392.40","2009-12-09","491060",17929,"2",0,"Wednesday"
"233.53","2009-12-09","491061",13672,"12",0,"Wednesday"
"124.00","2009-12-09","491062",12948,"3",0,"Wednesday"
"203.30","2009-12-09","491063",16771,"8",0,"Wednesday"
"185.90","2009-12-09","491064",16782,"50",0,"Wednesday"
"0.00","2009-12-09","491065",-1,"1",0,"Wednesday"
"0.00","2009-12-09","491066",-1,"1",0,"Wednesday"
"333.30","2009-12-09","491067",18051,"4",0,"Wednesday"
"700.40","2009-12-09","491068",15768,"51",0,"Wednesday"
"521.05","2009-12-09","491069",12921,"19",0,"Wednesday"
"383.80","2009-12-09","491070",16912,"9",0,"Wednesday"
"194.10","2009-12-09","491071",12924,"5",0,"Wednesday"
"15.45","2009-12-09","491072",12924,"5",0,"Wednesday"
"95.76","2009-12-09","491073",15403,"5",0,"Wednesday"
"23.60","2009-12-09","491074",14173,"1",0,"Wednesday"
"187.80","2009-12-09","491075",14211,"8",0,"Wednesday"
"433.05","2009-12-09","491077",14593,"67",0,"Wednesday"
